,name,type,category,power,accuracy,pp,description,probability%
587,Plasma Fists,Electric,Physical,"<td class=""cell-num"">100</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Changes Normal-type moves to Electric-type moves.</td>","<td class=""cell-num"">—</td>"
588,Play Nice,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Lowers opponent's Attack. Always hits.</td>","<td class=""cell-num"">100</td>"
589,Play Rough,Fairy,Physical,"<td class=""cell-num"">90</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">May lower opponent's Attack.</td>","<td class=""cell-num"">10</td>"
590,Pluck,Flying,Physical,"<td class=""cell-num"">60</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">If the opponent is holding a berry, its effect is stolen by user.</td>","<td class=""cell-num"">—</td>"
591,Poison Fang,Poison,Physical,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">May badly poison opponent.</td>","<td class=""cell-num"">50</td>"
592,Poison Gas,Poison,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">40</td>","<td class=""cell-long-text"">Poisons opponent.</td>","<td class=""cell-num"">—</td>"
593,Poison Jab,Poison,Physical,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">May poison the opponent.</td>","<td class=""cell-num"">30</td>"
594,Poison Powder,Poison,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">75</td>","<td class=""cell-num"">35</td>","<td class=""cell-long-text"">Poisons opponent.</td>","<td class=""cell-num"">—</td>"
595,Poison Sting,Poison,Physical,"<td class=""cell-num"">15</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">35</td>","<td class=""cell-long-text"">May poison the opponent.</td>","<td class=""cell-num"">30</td>"
596,Poison Tail,Poison,Physical,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">25</td>","<td class=""cell-long-text"">High critical hit ratio. May poison opponent.</td>","<td class=""cell-num"">10</td>"
597,Pollen Puff,Bug,Special,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Deals damage to opponent or restores HP of teammate.</td>","<td class=""cell-num"">—</td>"
598,Poltergeist,Ghost,Physical,"<td class=""cell-num"">110</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Fails if the target doesn’t have an item.</td>","<td class=""cell-num"">—</td>"
599,Population Bomb,Normal,Physical,"<td class=""cell-num"">20</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Hits 1-10 times in a row.</td>","<td class=""cell-num"">—</td>"
600,Pounce,Bug,Physical,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Lowers opponent's Speed.</td>","<td class=""cell-num"">100</td>"
601,Pound,Normal,Physical,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">35</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
602,Powder,Bug,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Damages Pokémon using Fire type moves.</td>","<td class=""cell-num"">—</td>"
603,Powder Snow,Ice,Special,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">25</td>","<td class=""cell-long-text"">May freeze opponent.</td>","<td class=""cell-num"">10</td>"
604,Power Gem,Rock,Special,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
605,Power Shift,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Switches Attack and Defense stats.</td>","<td class=""cell-num"">—</td>"
606,Power Split,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Averages Attack and Special Attack with the target.</td>","<td class=""cell-num"">—</td>"
607,Power Swap,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">User and opponent swap Attack and Special Attack.</td>","<td class=""cell-num"">—</td>"
608,Power Trick,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">User's own Attack and Defense switch.</td>","<td class=""cell-num"">—</td>"
609,Power Trip,Dark,Physical,"<td class=""cell-num"">20</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.</td>","<td class=""cell-num"">—</td>"
610,Power Whip,Grass,Physical,"<td class=""cell-num"">120</td>","<td class=""cell-num"">85</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
611,Power-Up Punch,Fighting,Physical,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Raises Attack.</td>","<td class=""cell-num"">100</td>"
612,Precipice Blades,Ground,Physical,"<td class=""cell-num"">120</td>","<td class=""cell-num"">85</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Hits all adjacent opponents.</td>","<td class=""cell-num"">—</td>"
613,Present,Normal,Physical,"<td class=""cell-num"">—</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Either deals damage or heals.</td>","<td class=""cell-num"">—</td>"
614,Prismatic Laser,Psychic,Special,"<td class=""cell-num"">160</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.</td>","<td class=""cell-num"">—</td>"
615,Protect,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Protects the user, but may fail if used consecutively.</td>","<td class=""cell-num"">—</td>"
616,Psybeam,Psychic,Special,"<td class=""cell-num"">65</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">May confuse opponent.</td>","<td class=""cell-num"">10</td>"
617,Psyblade,Psychic,Physical,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Power increases on Electric Terrain.</td>","<td class=""cell-num"">—</td>"
618,Psych Up,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Copies the opponent's stat changes.</td>","<td class=""cell-num"">—</td>"
619,Psychic,Psychic,Special,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">May lower opponent's Special Defense.</td>","<td class=""cell-num"">10</td>"
620,Psychic Fangs,Psychic,Physical,"<td class=""cell-num"">85</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.</td>","<td class=""cell-num"">—</td>"
621,Psychic Noise,Psychic,Special,"<td class=""cell-num"">75</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Deals damage and prevents target from healing.</td>","<td class=""cell-num"">—</td>"
622,Psychic Terrain,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Prevents priority moves from being used for 5 turns.</td>","<td class=""cell-num"">—</td>"
623,Psycho Boost,Psychic,Special,"<td class=""cell-num"">140</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Sharply lowers user's Special Attack.</td>","<td class=""cell-num"">100</td>"
624,Psycho Cut,Psychic,Physical,"<td class=""cell-num"">70</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">High critical hit ratio.</td>","<td class=""cell-num"">—</td>"
625,Psycho Shift,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Transfers user's status condition to the opponent.</td>","<td class=""cell-num"">—</td>"
626,Psyshield Bash,Psychic,Physical,"<td class=""cell-num"">70</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Raises user's Defense and Special Defense.</td>","<td class=""cell-num"">—</td>"
627,Psyshock,Psychic,Special,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Inflicts damage based on the target's Defense, not Special Defense.</td>","<td class=""cell-num"">—</td>"
628,Psystrike,Psychic,Special,"<td class=""cell-num"">100</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Inflicts damage based on the target's Defense, not Special Defense.</td>","<td class=""cell-num"">—</td>"
629,Psywave,Psychic,Special,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Inflicts damage 50-150% of user's level.</td>","<td class=""cell-num"">—</td>"
630,Pulverizing Pancake,Normal,Physical,"<td class=""cell-num"">210</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">1</td>","<td class=""cell-long-text"">Snorlax-exclusive Normal type Z-Move.</td>","<td class=""cell-num"">—</td>"
631,Punishment,Dark,Physical,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Power increases when opponent's stats have been raised.</td>","<td class=""cell-num"">—</td>"
632,Purify,Poison,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.</td>","<td class=""cell-num"">—</td>"
633,Pursuit,Dark,Physical,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Double power if the opponent is switching out.</td>","<td class=""cell-num"">—</td>"
634,Pyro Ball,Fire,Physical,"<td class=""cell-num"">120</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">May burn opponent.</td>","<td class=""cell-num"">10</td>"
635,Quash,Dark,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Makes the target act last this turn.</td>","<td class=""cell-num"">—</td>"
636,Quick Attack,Normal,Physical,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">30</td>","<td class=""cell-long-text"">User attacks first.</td>","<td class=""cell-num"">—</td>"
637,Quick Guard,Fighting,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Protects the user's team from high-priority moves.</td>","<td class=""cell-num"">—</td>"
638,Quiver Dance,Bug,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Raises user's Special Attack, Special Defense and Speed.</td>","<td class=""cell-num"">—</td>"
639,Rage,Normal,Physical,"<td class=""cell-num"">20</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Raises user's Attack when hit.</td>","<td class=""cell-num"">—</td>"
640,Rage Fist,Ghost,Physical,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">The more times the user has been hit by attacks, the greater the move's power.</td>","<td class=""cell-num"">—</td>"
641,Rage Powder,Bug,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Forces attacks to hit user, not team-mates.</td>","<td class=""cell-num"">—</td>"
642,Raging Bull,Normal,Physical,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Type depends on the user’s form. Breaks through Reflect and Light Screen barriers.</td>","<td class=""cell-num"">—</td>"
643,Raging Fury,Fire,Physical,"<td class=""cell-num"">120</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">User attacks for 2-3 turns but then becomes confused.</td>","<td class=""cell-num"">—</td>"
644,Rain Dance,Water,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Makes it rain for 5 turns.</td>","<td class=""cell-num"">—</td>"
645,Rapid Spin,Normal,Physical,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">40</td>","<td class=""cell-long-text"">Raises user's Speed and removes entry hazards and trap move effects.</td>","<td class=""cell-num"">100</td>"
646,Razor Leaf,Grass,Physical,"<td class=""cell-num"">55</td>","<td class=""cell-num"">95</td>","<td class=""cell-num"">25</td>","<td class=""cell-long-text"">High critical hit ratio.</td>","<td class=""cell-num"">—</td>"
647,Razor Shell,Water,Physical,"<td class=""cell-num"">75</td>","<td class=""cell-num"">95</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">May lower opponent's Defense.</td>","<td class=""cell-num"">50</td>"
648,Razor Wind,Normal,Special,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Charges on first turn, attacks on second. High critical hit ratio.</td>","<td class=""cell-num"">—</td>"
649,Recover,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">User recovers half its max HP.</td>","<td class=""cell-num"">—</td>"
650,Recycle,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">User's used hold item is restored.</td>","<td class=""cell-num"">—</td>"
651,Reflect,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Halves damage from Physical attacks for 5 turns.</td>","<td class=""cell-num"">—</td>"
652,Reflect Type,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">User becomes the target's type.</td>","<td class=""cell-num"">—</td>"
